pybullet build time: Mar 13 2026 19:15:37
[train] device: mps

[Epoch   1/25] configs: ['namo_push_only', 'movable_obstacle_choke_namo']
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (2, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=14.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (3, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=13.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (4, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (5, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=11.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 7)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (6, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=12.3 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
[S-NAMO] (7, 6)->(13, 7) | obs=(7, 7) | SR=[0.72,1.00] | U_by=inf U_re=10.6 | -> REMOVE
    Ep 20/20 | Steps: 13 | Reward: 2.73 | Success: True
  avg_reward=2.221  avg_steps=7.1  success=100.0%  time=4.9s
  action%: NAV=41.2%  PUSH=29.2%  WAIT=29.6%  YIELD=0.0%
  PPO update with 284 steps...
  actor_loss=-0.2556  critic_loss=0.1183
  saved: checkpoints/validation_v2/mappo_epoch_002.pth

[Epoch   3/25] configs: ['namo_push_only', 'movable_obstacle_choke_namo']
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(7, 5) | SR=[0.74,1.00] | U_by=2.0 U_re=5.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.74,1.00] | U_by=inf U_re=5.5 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.76,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.74,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.74,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.74,1.00] | U_by=1.0 U_re=4.5 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (4, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=6.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(6, 5) | SR=[0.72,1.00] | U_by=inf U_re=5.6 | -> REMOVE
[S-NAMO] (5, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=2.0 U_re=5.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (6, 5)->(7, 5) | obs=(7, 5) | SR=[0.72,1.00] | U_by=1.0 U_re=4.6 | -> BYPASS
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (2, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=8.6 | -> REMOVE
[S-NAMO] (3, 5)->(7, 5) | obs=(5, 5) | SR=[0.72,1.00] | U_by=inf U_re=7.6 | -> REMOVE
